#---------------------------------------------------------
# Best fthr for global dispersion optimisation for ASIC009.
# Rows: #Channels
# Columns: Peaking time
#---------------------------------------------------------
5	5	5	5	5	5	5	5	
2	2	2	2	2	2	2	2	
1	1	1	1	1	1	1	1	
7	7	7	7	7	7	7	7	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
3	3	3	3	4	3	3	3	
7	6	6	6	6	6	6	6	
1	1	1	1	1	1	1	1	
7	7	6	6	6	6	6	6	
7	7	6	6	6	6	6	6	
1	1	1	1	1	1	1	1	
1	1	1	1	1	1	1	1	
3	3	3	3	3	3	3	3	
5	5	5	5	5	5	5	5	
7	7	7	7	7	7	7	7	
7	7	7	7	7	7	7	7	
6	6	6	6	6	6	6	6	
7	7	7	7	7	7	7	7	
4	4	4	4	4	4	4	4	
6	6	6	5	6	5	5	5	
4	4	4	4	4	4	4	4	
3	4	4	4	4	4	4	4	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
7	7	6	6	6	6	6	6	
0	0	0	0	0	0	0	0	
7	7	7	7	7	7	7	7	
7	7	7	6	7	7	6	7	
7	7	7	7	7	7	7	7	
3	3	3	3	3	3	3	3	
