#---------------------------------------------------------
# Best fthr for global dispersion optimisation for ASIC026.
# Rows: #Channels
# Columns: Peaking time
#---------------------------------------------------------
7	7	5	4	4	3	2	2	
7	7	7	7	7	7	7	7	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
3	3	3	3	3	3	3	3	
4	3	3	3	3	3	3	4	
0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	
5	5	5	5	5	5	5	5	
5	5	5	5	5	6	6	6	
0	0	0	0	0	1	1	1	
4	4	4	4	4	4	4	5	
7	7	7	7	7	7	7	7	
5	5	5	5	4	5	5	5	
5	5	5	5	5	5	5	5	
4	4	4	4	5	5	5	5	
7	7	7	7	7	7	7	7	
0	0	0	0	0	0	0	0	
6	6	6	6	6	6	6	6	
0	0	0	0	0	0	0	0	
1	1	1	1	1	1	1	1	
4	4	4	4	4	4	4	4	
7	7	7	7	7	7	7	7	
4	4	4	4	4	4	4	4	
3	3	3	3	3	3	3	3	
5	5	5	5	5	5	5	5	
6	6	6	6	6	6	6	6	
1	1	1	1	1	1	1	1	
6	6	5	5	5	6	6	6	
7	7	7	7	7	7	7	7	
1	1	1	1	2	1	1	1	
0	0	0	0	0	0	0	0	
